feature_1,feature_2,feature_3,feature_4,feature_5,target
0.6233207698363736,0.4997746402993373,-0.35957745499381133,0.7246058282691485,-1.1886860340017258,1.8165757576215036
-1.5312844056181454,-1.1698471666906252,0.9651892698684609,1.145472194516174,0.6844700839329455,-0.4242873280584142
-1.3784026406032326,0.027362844785305724,0.0685662988647036,-0.29363167651369176,0.5732383248367547,-2.9038897443757334
-0.1531744965968666,0.5973531102218849,1.269327708011996,-1.487450151123711,-0.5478645038976244,3.429653624422735
0.7682356368036438,1.0457212112772005,1.0251874941336523,0.4434606056714742,-1.4176077545451973,6.205677711808777
-2.3400131260235324,0.7885446319126754,-0.6002616744549223,-0.6200995659408756,-0.923582190699063,-4.865893760197924
-0.2110304409845815,1.026231328603963,0.5669095967138085,-1.074791993717288,-1.3334380659121798,3.167348806335498
-0.31742018346954964,0.46874737831319857,1.50735824619121,-0.12200739920654424,2.131445406341728,0.46265406401114134
0.9746825351245768,1.537446089159183,0.19815343608440242,-1.5112608894800303,-0.10633408468806506,3.882025935651844
0.3171266111822657,0.6950395047501473,-0.4363467415212306,1.8440408947516165,-0.9015704434015425,0.8729765932547959
0.09134109170854762,0.5610645132568716,-1.2214826677605501,-0.8952690606181647,0.48892796068259553,-2.9167510590677304
0.44056884281559766,1.979988577988049,0.32964170413984023,-1.1397167504350898,-0.7502256915168826,4.710042458940776
1.2573758179945669,-0.1429650486956981,0.30714668487163854,0.9179971848373475,0.4658938264722549,2.9748631252074147
-0.7114288411447488,0.2690112598261735,-0.6434189321668612,0.8156545895680444,-0.31935529714832983,-2.850388711453093
0.07038390609273579,1.9036922233696183,1.0362612077477167,0.2689050585543833,1.343486219612882,3.394812838961528
0.05913644160966329,-0.607340969845133,0.06736308803854642,-1.658693601013016,1.8860761983137644,-1.4493785300450053
-0.5964626480177305,0.4177506690810243,-0.4955176021304556,0.6705625131570259,-2.2042761252910426,-0.13905552797832632
-0.11426250778199092,-0.8345374068220694,1.109634982789888,-0.09244841537866853,-0.9043929207589061,3.6625886618553496
2.0323894392072774,-0.09759918603586322,-0.09936225903694328,-0.6844642774583972,0.6636263331751394,3.12207291977528
-0.8287025993207179,-0.7937163571684833,-0.5833117149126189,1.0186475309727068,-0.6189549307172123,-2.181340567739831
1.049027943841458,0.9252500106423646,0.49587020002000515,0.46703010929553934,0.23106892061553935,3.905303281839348
-0.15748950621021587,-0.7434015324181046,0.5972358375442864,1.2012191458435644,0.9229975026812971,1.063354563315301
-1.7410831384284815,-1.4885804754816063,-0.36980815951239604,1.2990814868340088,0.9342514987457494,-3.9593870480143054
1.9860282634846294,0.3251812404665837,-1.2207195537007254,0.5523893678676617,-1.4923579189663227,2.7359658395390922
0.9547734558134381,-1.8183829343882498,-2.2622698723477854,0.2323419903596189,-0.9395925019865629,2.2620349355444485
